AwardNumber,Program(s),PrincipalInvestigator,Title,StartDate,Abstract
2303000,Robust Intelligence,Lirong Xia,Collaborative Research : NSF-CSIRO : Fair Sequential Collective Decision-Making,9/1/23,"This project aims to develop ( artificial intelligence ) AI-powered approaches to address challenging societal problems , such as dealing with droughts , infectious diseases , and environmentally harmful emissions . This project engages specific questions in these areas , such as : How can one effectively allocate water resources to increase agricultural drought resilience during drought seasons ? How can one effectively determine when and where to construct hydrogen or electric vehicle refueling stations to encourage citizens to adopt these technologies to lower emissions ? How can one effectively distribute vaccines and other medical supplies daily to enhance response to infectious diseases during pandemics ? These problems belong to a class of classical and important problems in sequential collective decision-making . While sequential decision-making and collective decision-making have been studied previously , decision-making problems that are simultaneously sequential and collective are poorly understood , especially for specific domains such as resource allocation and when combined with goals such as responsibility and equitability . The overarching project goal is to establish theoretical and algorithmic foundations for responsible and equitable AI-powered sequential , collective decision-making . It also seeks to ensure that sequences of decisions satisfy multiple objectives and make appropriate trade-offs between short and long-term rewards subject to fairness criteria . The proposed research will lead to efficient and fair solutions to our social good and use-inspired applications in drought resilience , towards net zero , and infectious disease resilience . < br/ > < br/ > The project will achieve its goals by focusing on three interconnected challenges , leveraging a wide range of techniques from AI , economics , and operation research . First , the challenge of fair multi-objective collective decision-making for a single time period subject to multiple objectives and fairness criteria . Second , explore fair sequential multi-objective collective decision-making that addresses trade-offs between immediate and long-term efficiency and fairness . Finally , understand the strategic aspects of fair multi-objective collective decision-making in collaboration with stakeholders , who provide information that facilitates the process. < br/ > < br/ > This is a joint project between United States and Australian researchers funded by the Collaboration Opportunities in Responsible and Equitable AI under the U.S. NSF and the Australian Commonwealth Scientific and Industrial Research Organisation ( CSIRO ) . < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2238714,Robust Intelligence,Himabindu Lakkaraju,Career : Towards a Systematic Characterization of Model Explanations for High-Stakes Decision Making,8/1/23,"As machine learning ( ML ) models are increasingly employed to make high-stakes decisions in real-world applications , it becomes crucial to ensure that the relevant stakeholders can understand and trust the functionality of these models . However , the increasing complexity and the proprietary nature of ML models make it rather challenging for stakeholders to understand the behavior of these models . Consequently , several methods have been proposed in recent years to explain the behavior of ML models in a human-interpretable fashion . These methods , however , adopt vastly different strategies to explain model behavior and often contradict each other . The increasing diversity of these explanation methods , coupled with the lack of systematic evaluation frameworks , have made it impossible to determine which methods are likely to be effective across different kinds of critical real-world applications . This project will build rigorous frameworks for systematically analyzing , evaluating , and comparing the reliability and utility of various state-of-the-art explanation methods across different real-world applications . The frameworks developed as part of this project have the potential to significantly accelerate the adoption of ML models in a variety of settings , including healthcare ( e.g. , patient treatment recommendations ) , lending ( e.g. , loan approval decisions ) , and hiring ( e.g. , resume screening ) . < br/ > < br/ > < br/ > This project aims to systematically characterize existing explanation methods so that practitioners can readily determine which methods to employ in a given real-world application . The project will focus on the following subtasks : 1 ) developing novel theoretical and empirical frameworks to analyze how reliably various state-of-the-art methods explain the behavior of different types of ML models ( e.g. , linear vs. non-linear models ) , 2 ) conducting large-scale user studies with domain experts in healthcare , lending , and hiring to evaluate the utility of existing explanation methods across different high-stakes applications , 3 ) leveraging the data obtained from the aforementioned user studies to build algorithmic agents which can mimic the behavior of domain experts , and employing these agents to , in turn , evaluate the utility of explanation methods at scale , and 4 ) developing novel algorithmic frameworks which can automatically select an appropriate explanation method tailored to a given real-world context . With these contributions , this research will pave the way for a clearer understanding and a broader consensus on which explanation methods are likely to effectively explain the behavior of different ML models across various high-stakes applications. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2312033,FRR-Foundationl Rsrch Robotics,Frankie King,"2023 Foundational Research in Robotics ( FRR ) - National Robotics Initiative ( NRI ) Principal Investigators ? ( PI ) Meeting ; Arlington , Virginia ; 1-3 May 2023",2/15/23,"The purpose of this project is to plan , organize , and execute the 2023 National Science Foundation ( NSF ) Foundational Research in Robotics-National Robotics Initiative ( NRI ) and the Foundational Research in Robotics ( FRR ) Principal Investigator ( PI ) Meeting . This meeting will convene all PIs of active awards of the NSF FRR and NRI Programs for the eighth time since the NRI Program began in 2011 . The PI Meeting is scheduled for the Spring of 2023 in Arlington , Virginia . The program agenda is community-driven and features project talks , poster sessions , and ? live ? demonstrations from researchers , reports of past year program activities , special topic workshops , panel discussions , keynote talks , and Federal agency program updates from leaders in the research community . This two-day meeting will be the first full in-person PI meeting since the 2020 Covid-19 pandemic. < br/ > < br/ > The annual PI Meeting will be a major national event for the NSF FRR and NRI research communities and serves as an annual forum where Principal Investigators will have opportunities to meet and share their research and best practices ; discuss new research opportunities , successes , and challenges ; and explore new ideas and partnerships ; and to interact with Federal agency representatives , industry , and other stakeholders with vested interests in NSF robotics research and development . NSF Robotics PI Meetings have played a major role in community-building across a broad range of robotics topics , sectors , and technologies and with promoting best practices in education , technology transfer , and outreach to others who have interest in learning about the program and participating as future proposers , transition partners , or sponsors. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2316017,HCC-Human-Centered Computing,Daniel Szafir,WORKSHOP : HRI Pioneers at the 2023 ACM/IEEE International Conference on Human-Robot Interaction,3/1/23,"This is funding to support a workshop ( doctoral consortium ) of approximately 21 students ( 18 graduate participants , one undergraduate participant , and two student organizers ) , along with distinguished research faculty . The full-day hybrid event will take place on March 13 , 2023 , in conjunction with the 18th ACM/IEEE International Conference on Human Robot Interaction ( HRI 2023 ) , to be held March 13-16 in Stockholm , Sweden , and which is jointly sponsored by ACM and IEEE . HRI is the premier conference for showcasing the very best interdisciplinary and multidisciplinary research on human-robot interaction , with roots in diverse fields including robotics , artificial intelligence , social psychology , cognitive science , human-computer interaction , human factors , engineering , and many more . It is a highly selective annual event whose theme for 2023 is ? HRI for all ? with a focus on key HRI theories , methods , designs , studies , and technical advances that aim to understand and promote inclusion and diversity in HRI . More information about the conference is available online at https : //humanrobotinteraction.org/2023. < br/ > < br/ > Intellectual Merit < br/ > The Pioneers Workshop is designed to complement the conference by affording a unique opportunity for the best of the next generation of researchers in human-robot interaction to be exposed to and discuss current and relevant topics as they are being studied in several different research communities . Participants are encouraged to create a social network both among themselves and with senior researchers at a critical stage in their professional development , to form collaborative relationships , and to generate new research questions to be addressed during the coming years . Participants also gain leadership and service experience , as the workshop is student organized and student led . The workshop provides a forum for students and recent graduates in the field of HRI to share their current research with their peers and a panel of senior researchers in a setting that is less formal and more interactive than the conference . During the workshop , participants talk about the important upcoming research themes in the field . The formation of collaborative relationships across disciplines and geographic boundaries is encouraged ; to these ends , the workshop format encompasses a variety of activities . Because the workshop is co-located with the conference , participants are able to attend both. < br/ > < br/ > Broader Impacts < br/ > The organizers will strive to ensure that the workshop involves students from institutions having historically large numbers of minorities and limited research opportunities . Furthermore , the organizers have a strong commitment to recruiting women and members from under-represented groups , and to attracting students and postdocs from different areas of the world and from diverse areas of research . To further ensure diversity , no more than two student participants will be accepted from a particular institution. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2303037,HCC-Human-Centered Computing,Yizhou Sun,Collaborative Research : NSF-CSIRO : RESILIENCE : Graph Representation Learning for Fair Teaming in Crisis Response,4/1/23,"The recent COVID-19 pandemic has revealed the fragility of humankind . In our highly connected world , infectious disease can swiftly transform into worldwide epidemics . A plague can rewrite history and science can limit the damage . The significance of teamwork in science has been extensively studied in the science of science literature using transdisciplinary studies to analyze the mechanisms underlying broad scientific activities . How can scientific communities rapidly form teams to best respond to pandemic crises ? Artificial intelligence ( AI ) models have been proposed to recommend scientific collaboration , especially for those with complementary knowledge or skills . But issues related to fairness in teaming , especially how to balance group fairness and individual fairness remain challenging . Thus , developing fair AI models for recommending teams is critical for an equal and inclusive working environment . Such a need could be pivotal in the next pandemic crisis . This project will develop a decision support system to strengthen the US-Australia public health response to infectious disease outbreak . The system will help to rapidly form global scientific teams with fair teaming solutions for infectious disease control , diagnosis , and treatment . The project will include participation of underrepresented groups ( Indigenous Australians and Hispanic Americans ) and will provide fair teaming solutions in broad working and recruiting scenarios . < br/ > < br/ > This project aims to understand how scientific communities have responded to historical pandemic crises and how to best respond in the future to provide fair teaming solutions for new infectious disease crises . The project will develop a set of graph representation learning methods for fair teaming recommendation in crisis response through : 1 ) biomedical knowledge graph construction and learning , with novel models for emerging bio-entity extraction , relationship discovery , and fair graph representation learning for sensitive demographical attributes ; 2 ) the recognition of fairness and the determinant of team success , with a subgraph contrastive learning-based prediction model for identifying core team units and considering trade-offs between fairness and team performance ; and 3 ) learning to recommend fairly , with a measurement of graph-based maximum mean discrepancy , a meta learning method for fair graph representation learning , and a reinforcement learning-based search method for fair teaming recommendation . The project will support cross-disciplinary curriculum development by effectively bridging gaps in responsible AI and team science , fair project management , and risk management in science . < br/ > < br/ > This is a joint project between researchers from the United States and Australia and funded by the Collaboration Opportunities in Responsible and Equitable AI under the U.S. NSF and the Australian Commonwealth Scientific and Industrial Research Organisation ( CSIRO ) . < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2246174,Robust Intelligence,Ameeta Agrawal,CRII : RI : Toward Socially-diverse Multi-document Summarization,4/1/23,"User-generated social data such as microblogs , discussion posts , and product reviews often contain rich expressions of opinions and thoughts , near real-time information , and diverse perspectives on a wide range of topics from health to socio-political movements . Such data represents many unique perspectives originating from people from many different walks of life and belonging to different social groups . Accessing such data is relatively easy ; however , extracting important and meaningful information to get a holistic view from such an overwhelming volume of unstructured , noisy , and redundant data remains extremely challenging . Automatic text summarization models are important computational tools that enable identification of salient pieces of text by condensing several documents into a short , concise summary , with most algorithms focusing on improving the quality of the summaries along dimensions of fluency , factuality , coherence and so on . However , when it comes to summarizing socially diverse data , an important yet overlooked dimension of quality is the breadth of diverse perspectives that a summary encapsulates . This research aims to improve text summarization algorithms for socially rich data and is specifically motivated by applications in natural language processing. < br/ > < br/ > This project will leverage social diversity , a unique characteristic of social data , for improving the overall quality of multi-document summaries . The technical aims of the project are divided into two thrusts . The first thrust develops a suite of novel datasets of summaries corresponding to multiple documents from different socially salient groups that can serve as reliable benchmarks for model training and evaluation . The second thrust develops new unsupervised and few-shot learning algorithms for generating high quality extractive and abstractive summaries reflecting a broad spectrum of diverse perspectives . This thrust will develop new methods for integrating diversity constraints into summarization algorithms as well as jointly optimizing summary ? s textual quality and social diversity . The novel methods will be complemented by a comprehensive evaluation plan including several summarization metrics of automatic and human evaluation . This research effort will create cross-disciplinary opportunities for bringing together researchers and students from language technology and fairness communities to develop new datasets and algorithms for generating socially diverse summaries. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2246157,Robust Intelligence,Ren Wang,CRII : RI : Immune-Inspired Learning Foundations of Neural Network General Robustness,5/1/23,"Driven by rapid advances in neural networks ( NNs ) , artificial intelligence has achieved remarkable success in many fields . However , small perturbations invisible to humans can be purposely added to inputs to cause NNs to make incorrect predictions . What is more , attackers can even customize different perturbation strategies to bypass existing NNs ' learning methods and defenses . Thus , one open question is how to make NNs more robust to multiple types of such adversarial perturbations . Humans have a highly evolved immune system that can defend against multiple threats , even those never encountered before . Inspired by the powerful immune system , this project aims to infuse key immune system principles into NNs to improve their general robustness , that is , their capability to defend against multiple types of perturbations . The research outcomes will benefit fields that demand robust NNs , such as public health and autonomous driving . Furthermore , this project is planned to support cross-disciplinary education and research projects ( involving machine learning and biology ) for both undergraduate and graduate students , with outreach activities to high schools and particularly students from underrepresented groups. < br/ > < br/ > To reduce the substantial gap between existing machine-centric robust learning frameworks and robust immune models , this project focuses on incorporating into neural network design three robust immune-system components to help neural networks defend themselves against various attacks and continuously harden themselves . The proposed research consists of three aims . The first aim is to develop an immune-inspired population-point hybrid optimization that can effectively search for robust solutions and maintain the searching efficiency via a self-adversarial mode connectivity strategy . The developed technique will improve existing point-based learning approaches , which easily become trapped in bad local minima . The second aim considers neural network learning from a robust immune consensus perspective that incorporates stochasticity into learning , allowing NNs to capture global feature information . The third aim expands the first two aims by allowing NNs to adapt to unforeseen types of adversarial attacks with an immune-system-inspired lifelong learning regime consisting of a warm start defense strategy and knowledge distillation-based memory model update . This research effort will enable a new understanding of and a design framework for robust machine learning. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2238979,Robust Intelligence,Guni Sharon,CAREER : Learning from demonstrations and beyond -- consolidating imitation and reinforcement learning,6/1/23,"Recent advancements in deep reinforcement learning ( RL ) hold unprecedented potential for automating and optimizing control of real-world tasks such as autonomous driving , traffic management , medical procedures , robotic manufacturing , and energy management . Unfortunately , it is common for RL algorithms to exhibit unstable and/or inefficient learning , which limits their applicability . Seeking to address this critical concern , this CAREER project leverages imitation learning ( IL ) , or behavior copying , which is better understood and typically more stable . The project targets the unification of IL and RL into a holistic paradigm that can safely and effectively learn from , and outperform , existing solutions . This project will address outstanding knowledge gaps in both types of learning through a novel curriculum decomposition of the tasks , where simplified demonstrations are used to bootstrap the learner ? s behavior . The project will also foster education and outreach activities . Specifically , it will enhance undergraduate STEM training by providing students with exposure to scientific research and knowledge discovery processes relating to safety-critical AI applications through an original multidisciplinary undergraduate engineering program . Moreover , it will facilitate a unique K12 outreach activity within a large minority ( Hispanic/latino ) community ( Bryan , TX ) . The project will support and advance an existing research collaboration with an industrial partner in the context of defense technology . This collaboration , in turn , is expected to advance the US national defense. < br/ > < br/ > This project will form the basis for a new research thrust in ML -- -one that combines IL and RL toward a holistic , robust , and safe learning framework . It will define and prove a no-regret bound on the training process within the Markov-Decision Process formalization . The approach is to reduce an IL problem to an RL one that includes a domain-independent curriculum-learning trajectory . The resulting algorithms and solutions are expected to achieve state-of-the-art performance in complex control domains as well as to deepen theoretical understanding of the potential and limitations of the resulting solutions . Specifically , the research seeks to prove conditions guaranteeing policy convergence and monotonic improvement during training . Moreover , the project will develop domain-specific adaptation to and analysis of real-world applications ( autonomous driving and robotics testbeds ) while providing stable and efficient RL from demonstrations. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2302970,Info Integration & Informatics,Taylor Anderson,Collaborative Research : NSF-CSIRO : HCC : Small : Understanding Bias in AI Models for the Prediction of Infectious Disease Spread,4/1/23,"Artificial intelligence ( AI ) provides powerful techniques for understanding and prediction of complex systems such as modeling and predicting the spread of infectious diseases . Despite this , these predictive capabilities are rarely adopted by public health decision-makers to support policy interventions . One of the issues preventing their adoption is that AI methods are known to amplify the bias in the data they are trained on . This is especially problematic in infectious disease models which leverage available large and inherently biased spatiotemporal data . These biases may propagate through the modeling pipeline to decision-making , resulting in inequitable and ineffective policy interventions . This project investigates how the AI disease modeling pipeline can lead from biased data to biased predictions and to derive solutions that mitigate this bias in three aims : 1 ) creating an AI system to predict the spread of emerging infectious diseases in space and time , 2 ) simulating a population from which we will collect data often used as input for AI systems in a way that the bias is controlled , and 3 ) exploring links between bias in the collected data and the resulting bias in the AI model and deriving solutions for their mitigation . The project will enable AI-driven infectious disease models and predictions that will support fair and equitable decision-making and interventions . The project will enrich education and training related to ethical AI practices and will support professional development opportunities for early-career researchers , graduate , undergraduate , and high school students in the United States and Australia . < br/ > < br/ > In Aim 1 , the team of researchers will use a self-supervised contrastive learning approach that uses mobility prediction as a pre-text task to learn representations of spatial regions . These representations can be used for infectious disease spread prediction given only very little infectious disease ground truth data . The investigators hypothesize that such a model is susceptible to data bias . Thus , in Aim 2 , the team of researchers will leverage a large-scale agent-based simulation that will serve as a sandbox world for which we have perfect knowledge of and from which we can collect data and inject various types of bias . For Aim 3 , the team of researchers will investigate how different types of simulated data bias leads to biased AI predictions by leveraging different metrics of fairness in AI and studying how these fairness measures can be incorporated into the AI optimization procedure to mitigate bias . By understanding , measuring , and mitigating bias inherent to traditional AI solutions , the project will enable accurate , scalable , and rapid predictions to support fair and equitable decision-making for pandemic prevention. < br/ > < br/ > This is a joint project between researchers in the United States and Australia funded by the Collaboration Opportunities in Responsible and Equitable AI under the U.S. NSF and the Australian Commonwealth Scientific and Industrial Research Organization ( CSIRO ) . < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2302999,Robust Intelligence,Hau Chan,Collaborative Research : NSF-CSIRO : Fair Sequential Collective Decision-Making,9/1/23,"This project aims to develop ( artificial intelligence ) AI-powered approaches to address challenging societal problems , such as dealing with droughts , infectious diseases , and environmentally harmful emissions . This project engages specific questions in these areas , such as : How can one effectively allocate water resources to increase agricultural drought resilience during drought seasons ? How can one effectively determine when and where to construct hydrogen or electric vehicle refueling stations to encourage citizens to adopt these technologies to lower emissions ? How can one effectively distribute vaccines and other medical supplies daily to enhance response to infectious diseases during pandemics ? These problems belong to a class of classical and important problems in sequential collective decision-making . While sequential decision-making and collective decision-making have been studied previously , decision-making problems that are simultaneously sequential and collective are poorly understood , especially for specific domains such as resource allocation and when combined with goals such as responsibility and equitability . The overarching project goal is to establish theoretical and algorithmic foundations for responsible and equitable AI-powered sequential , collective decision-making . It also seeks to ensure that sequences of decisions satisfy multiple objectives and make appropriate trade-offs between short and long-term rewards subject to fairness criteria . The proposed research will lead to efficient and fair solutions to our social good and use-inspired applications in drought resilience , towards net zero , and infectious disease resilience . < br/ > < br/ > The project will achieve its goals by focusing on three interconnected challenges , leveraging a wide range of techniques from AI , economics , and operation research . First , the challenge of fair multi-objective collective decision-making for a single time period subject to multiple objectives and fairness criteria . Second , explore fair sequential multi-objective collective decision-making that addresses trade-offs between immediate and long-term efficiency and fairness . Finally , understand the strategic aspects of fair multi-objective collective decision-making in collaboration with stakeholders , who provide information that facilitates the process. < br/ > < br/ > This is a joint project between United States and Australian researchers funded by the Collaboration Opportunities in Responsible and Equitable AI under the U.S. NSF and the Australian Commonwealth Scientific and Industrial Research Organisation ( CSIRO ) . < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2246464,Robust Intelligence,Ferdinando Fioretto,Travel : Doctoral Consortium at the 22nd International Conference on Autonomous Agents and Multiagent Systems,4/15/23,"This grant supports travel for select students participating in the Doctoral Mentoring Consortium ( DMC ) at the 22nd International Conference on Autonomous Agents and Multi-Agent Systems ( AAMAS 2023 ) will be held in London , England , May 29 - June 2 , 2023 . This is the premier international conference for researchers in agents and multi-agent systems ( MAS ) across a fully international research community . This consortium is oriented on research and career development for students who have identified their PhD topics and are just embarking on that independent research . The central activities for the DMC include opportunities for students to present and discuss their work with their peers ; interaction with an identified group of senior researchers for advice on Ph.D. research , a career panel to discuss career choices in industry and academia , small group activities led by assigned mentors , and a great deal of opportunity for interactions with the international research community in AAMAS , which might lead to future collaborative activity . In addition , the DMC includes a tutorial program with full-day and half-day tutorials that will provide detailed overviews of specific subfields by leading researchers in the field . < br/ > < br/ > Sponsoring student travel to AAMAS conveys many benefits beyond the DMC program . The sponsored students have full access to a well-developed AAMAS workshop and conference program covering a diverse range of research areas in this community . This is an opportunity for students to engage in discussion with scientists from around the world and to explore new research directions and topics . AAMAS is the major international conference that will figure prominently in the research careers of students who remain involved in agents and MAS . Students gain valuable research insights from the exchange of technical ideas in this broader venue . In the process , they make valuable connections with potential collaborators from around the world . As intelligent software and embodies systems become more prevalent , it is clear that advances in intelligent agent technology will have significant impact in virtually any domain imaginable , including such national priorities as health and well-being , e-commerce , and national defense. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2245652,Robust Intelligence,Srijan Das,CRII : RI : Understanding Activities of Daily Living in Indoor Scenarios,8/1/23,"It is projected that , by 2050 , one-in-six people in the world will be over the age of 65 . This is up from one-in-11 in 2019 . Thus , older adults are a growing demographic group in society . Because aging is related to increased healthcare utilization , as are pandemics , this increasing demographic translates into the need to increase the workforce in healthcare . The rising demand for healthcare can be combated by deploying activity monitoring systems , which could help monitor the health status of older patients and support the early detection of health issues . Thus , building such monitoring systems requires an automated understanding of Activities of Daily Living ( ADL ) performed by humans . Most of the investigations towards modeling human activities owing to the advances in computer vision are targeted for generic internet videos . Existing models are fabricated for recognition in web videos whereas viewpoint variation and subtle motion that characterize ADLs generally can not handle uncertainty and tend to underperform in real-world scenarios . Moreover , they have difficulties distinguishing similarly looking activities . Thus , the key objective of this project is to build a framework for recognizing ADLs that can be deployed in monitoring systems . The project will also perform complementary educational and outreach activities that engage STEM students. < br/ > < br/ > This project will develop a multi-modal framework predominantly based on the RGB color model and pose modalities due to their easy accessibility in indoor scenarios . This framework aims at addressing two important challenges - the limited availability of labeled ADL videos and how to combine different heterogeneous modalities ( RGB and Poses ) for classifying activities . Thus , this project will explore the integration of two interrelated research directions : ( 1 ) a study on learning from limited training distribution ; and , ( 2 ) a study on combining modalities like RGB and depth . In the first study , the project will explore the possibilities of mitigating the limitation of the scale of available data in the ADL domain for effective training of neural networks for video understanding . In the second study , the team will aim at improving the effectiveness of RGB-based human activity recognition by leveraging the human localized regions within a scene . Finally , we will develop a multi-modal neural network model for ADL by integrating human localized RGB and 3D poses of a human actor . This research study will reveal several new dimensions towards understanding ADLs that will also benefit the computer vision community. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2242243,Robust Intelligence,Dongfang Liu,CRII : RI : Vision-Anchored Automation of Bird-Sized UAVs in Unknown Cluttered Indoor Environments,2/1/23,"In many real-world applications , autonomous unmanned aerial vehicles ( UAVs ) can be used to explore unknown , cluttered indoor spaces where GPS access and communication are often denied . To accommodate the confined working space , however , UAVs have a small body size ( roughly the size of a bird ) . Such small size UVAs require lightweight and power-efficient sensors . Therefore , this research project aims to develop full automation for bird-sized UAVs within unknown and cluttered indoor environments using only an RGB-D camera . Even though vision-only UAVs have advantages for system assembly , their automation becomes increasingly difficult when other sensors , such as radars and LiDARs , are not available . This project addresses two fundamental challenges for UAV automation : ( 1 ) how to construct visual perception to have a holistic yet computationally efficient understanding of the surrounding environment using only a vision sensor and ( 2 ) leveraging the established perception system , how to employ visual navigation to perform target-driven , safety-critical operations without relying on maps or GPS . The research of this project is closely integrated with education and outreach activities at the Rochester Institute of Technology. < br/ > < br/ > This research develops technologies for vision-anchored automation of bird-sized UAVs in unknown cluttered indoor environments . The project introduces a method for multi-task fusion to simultaneously detect , segment , and track regions of interest within the video frames . The proposed perception system can achieve a holistic , sensor-fusion-like understanding of the scene using only measurements from the RGB-D camera sensor . The computational tractability of the perception model will be investigated to ensure sufficient operation endurance by leveraging a novel paradigm of recursive knowledge distillation . For navigation tasks , the project includes a novel policy-learning scheme ? empowered by multimodal representations conditioned on observations ? in conjunction with an online domain adaptation technique that could enable bird-sized UAVs to make appropriate decisions in various critical operations , e.g. , target searching and collision avoidance during navigation in a cluttered and confined working space. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2238960,Robust Intelligence,Christian Kroer,CAREER : Fair and Efficient Market Design at Scale,7/1/23,"Markets are an ancient institution that enables society to efficiently allocate resources by matching supply to demand . Most people think of markets as involving money , for example the stock market . Yet even in problems without money , market design principles play a key role in shaping efficient outcomes . Example problems include medical residency matching , matching students to schools , matching donors to kidneys , fair course seat assignment , housing allocation , and sharing compute resources . Market equilibrium is a key concept in economic theory , specifying how goods , such as course seats or compute resources , can efficiently be distributed among individuals , by finding prices that clear the market . This applies even in settings without money , by giving each individual a budget of faux currency in order to induce a market . Yet , for these ideas to have practical applications , we need methods for computing market equilibria , potentially at large scales . This project will develop an AI and optimization-driven approach to large-scale market equilibrium computation . This will lead to new and fairer algorithms for problems such as matching blood donors to donation sites , course seat allocation , public housing allocation , and fair recommender systems . This project also includes a substantial educational component , including writing a book on modern AI and optimization-based methods for game theory and market design . < br/ > < br/ > The project develops a general AI-driven approach towards operationalizing large-scale market equilibria . This requires the development of new online learning methods that account for real-world structure and machine-learning-based predictions . Concretely , the project makes contributions along the following four technical challenges : 1 ) Online fair allocation and dynamic markets : The project proposes new algorithms for online fair allocation , based on online learning and first-order methods , with a focus on algorithms that are robust to many types of input models , and the extension of recent advances in optimistic and predictive online learning to the fair allocation setting . 2 ) Two-sided preferences : A frequent real-world complication not captured by market-equilibrium-based fair allocation is that both sides of the market correspond to agents that we wish to treat fairly . The project develops a new class of two-sided Fisher market models and algorithms . 3 ) Combinatorial preferences : Combinatorial preferences abound in practice , yet these are not captured by standard models . The project develops new utility classes and associated optimization models and algorithms for handling a wide array of combinatorial utility structures . 4 ) Statistical inference in Fisher markets : The project will initiate the study of statistical inference in Fisher markets , including questions such as the normality of Fisher markets sampled from an underlying model , as well as a new theory of counterfactual inference in markets. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2239290,Robust Intelligence,Danqi Chen,CAREER : Building Next-Generation Language Models Based on Retrieval,2/15/23,"Large language models ( LMs ) have revolutionized the field of natural language processing , achieving state-of-the-art performance in a wide range of downstream tasks . Despite the success , these LMs are trained on enormous amounts of text data and cost a massive amount to create and run . Additionally , they are inherently difficult to interpret , challenging to update with ever-changing real-world information , and may leak private user information . This proposal seeks to develop an alternative paradigm to standard language modeling : retrieval-based language models , with the aim of reducing training and inference costs while also providing benefits such as better interpretability , adaptability , and privacy . This research will be integrated into education through new teaching modules in developing undergraduate and graduate natural language processing courses , promoting education for undergraduate research , and outreach to K-12 students and teachers from underrepresented communities. < br/ > < br/ > This project addresses a full pipeline including training , scaling , adapting , and using retrieval-based language models and is organized into four components , including ( 1 ) building a general learning framework for retrieval-based LMs and developing scalable algorithms to support end-to-end learning ; ( 2 ) investigating the scaling law of retrieval-based LMs and developing better data quantization to improve inference efficiency ; ( 3 ) devising methods to quickly update retrieval-based LMs and adapt them to unseen and privacy-sensitive domains ; ( 4 ) designing effective approaches to use retrieval-based LMs on downstream tasks. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2306112,Robust Intelligence,Malihe Alikhani,Collaborative Research : Conference : Dialogue and Robots,2/1/23,"The Dialogue and Robots workshop addresses the issues of spoken language processing for human-robot interaction since communication between robots and humans presents multiple novel challenges . To address these challenges the team will bring together roboticists , spoken dialogue systems researchers , human-robot interaction researchers , computer scientists , speech scientists and technologists and natural language processing researchers to understand how to use various knowledge sources so that robots can more naturally and effectively interact with people . Success in this area will help a broad application of social robots to the benefit of society , including working with and alongside people in homes , schools , hospitals , and workplaces . The expected result of Dialogue and Robots workshop is the stimulation of interdisciplinary collaborations that focus on solving problems in speech communication that currently limit the effectiveness of social robots in various situations . < br/ > < br/ > The workshop participants ' discussions cover a range of problems , from the basics of the platforms to technical challenges in robotics , human-robot interaction , spoken dialogue systems , and natural language processing . Topics include processing multimodal data , situated reasoning , achieving common ground in human-AI collaboration , building trust in collaborative systems , and applications of such systems for social good . The workshop will result in whitepapers that define concrete research projects. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
